Date,Year,Quarter,Month,Platform,Network,Program,Genre,Daypart,Advertiser,Advertiser_Industry,Campaign_ID,Ad_Duration_Sec,Region,Device_Type,Booked_Impressions,Delivered_Impressions,Fill_Rate,CPM,Gross_Revenue,Agency_Fee_Pct,Net_Revenue,Inventory_Units,Sold_Units,Under_Delivery_Flag
2024-10-16,2024,Q4,Oct,Streaming,ViewPoint,Late Laughs,Comedy,Prime,NorthStar Auto,Auto,CMP-2024-6997,30,National,Connected TV,999895,1055770,1.0559,49.28,52028.35,0.12,45784.95,12,12,N
2024-10-16,2024,Q4,Oct,Streaming,ViewPoint,Live Football,Sports,Early Morning,HomeHub,Retail,CMP-2024-8664,15,National,Mobile,373235,353851,0.9481,27.88,9865.37,0.12,8681.53,5,5,N
2024-10-16,2024,Q4,Oct,Linear TV,Vista Broadcast,Night Shift,Drama,Early Fringe,WellLife,Pharma,CMP-2024-2541,15,National,TV,1612933,1707414,1.0586,24.56,41934.09,0.1,37740.68,27,27,N
2024-10-16,2024,Q4,Oct,Linear TV,Vista Broadcast,Legacy,Drama,Prime,Velocity Cars,Auto,CMP-2024-4364,30,West,TV,2092352,1724823,0.8243,34.17,58937.2,0.12,51864.74,24,20,Y
2024-10-16,2024,Q4,Oct,Linear TV,Vista Broadcast,City Stories,Drama,Daytime,SecureBank,Finance,CMP-2024-9086,30,South,TV,218150,203000,0.9306,17.39,3530.17,0.15,3000.64,4,4,N
2024-10-16,2024,Q4,Oct,Streaming,Vista+,Championship Studio,Sports,Prime,UrbanMart,Retail,CMP-2024-9135,30,National,Connected TV,1122937,1107280,0.9861,54.81,60690.02,0.1,54621.02,18,18,N
2024-10-16,2024,Q4,Oct,Streaming,Vista+,Legacy,Drama,Daytime,NexaTech,Technology,CMP-2024-9358,30,National,Mobile,657916,666232,1.0126,29.59,19713.8,0.15,16756.73,12,12,N
2024-10-17,2024,Q4,Oct,Linear TV,Metro TV,World Tonight,News,Daytime,NorthStar Auto,Auto,CMP-2024-2494,30,South,TV,1721640,1758592,1.0215,25.85,45459.6,0.1,40913.64,21,21,N
2024-10-17,2024,Q4,Oct,Linear TV,Metro TV,Morning News,News,Prime,Everyday Retail,Retail,CMP-2024-8208,15,National,TV,593570,555454,0.9358,28.42,15786.0,0.15,13418.1,11,10,N
2024-10-17,2024,Q4,Oct,Linear TV,National One,Late Laughs,Comedy,Prime,SoundBox,Entertainment,CMP-2024-4963,30,West,TV,1109865,1058413,0.9536,26.27,27804.51,0.1,25024.06,18,17,N
2024-10-17,2024,Q4,Oct,Linear TV,National One,Action Showcase,Movies,Prime,Pure Drinks,Food & Beverage,CMP-2024-5032,30,South,TV,720248,663085,0.9206,28.86,19136.63,0.1,17222.97,9,8,N
2024-10-17,2024,Q4,Oct,Linear TV,National One,Night Shift,Drama,Late Night,Bright Pictures,Entertainment,CMP-2024-7123,30,South,TV,947669,993028,1.0479,18.28,18152.55,0.15,15429.67,19,19,N
2024-10-17,2024,Q4,Oct,Linear TV,National One,Championship Studio,Sports,Daytime,CarePlus,Pharma,CMP-2024-8485,30,Midwest,TV,1046899,982562,0.9385,31.87,31314.25,0.15,26617.11,19,18,N
2024-10-17,2024,Q4,Oct,Streaming,PlayWave,Weekend Life,Reality,Prime,WellLife,Pharma,CMP-2024-2190,30,West,Connected TV,381823,389146,1.0192,39.63,15421.86,0.12,13571.24,5,5,N
2024-10-17,2024,Q4,Oct,Linear TV,Prime Network,Prime Drama,Drama,Late Night,Velocity Cars,Auto,CMP-2024-1648,60,National,TV,585551,552561,0.9437,30.27,16726.02,0.12,14718.9,8,8,N
2024-10-17,2024,Q4,Oct,Linear TV,Prime Network,Comedy Hour,Comedy,Early Fringe,Everyday Retail,Retail,CMP-2024-6434,30,National,TV,837009,835967,0.9988,17.05,14253.24,0.15,12115.25,13,13,N
2024-10-17,2024,Q4,Oct,Linear TV,Prime Network,Prime Drama,Drama,Daytime,NovaMed,Pharma,CMP-2024-9341,15,National,TV,949925,906772,0.9546,23.75,21535.84,0.12,18951.54,14,13,N
2024-10-17,2024,Q4,Oct,Streaming,StreamNow,Championship Studio,Sports,Late Night,ShopSquare,Retail,CMP-2024-9879,30,Midwest,Connected TV,305189,306020,1.0027,43.89,13431.22,0.1,12088.1,6,6,N
2024-10-17,2024,Q4,Oct,Streaming,ViewPoint,Movie Premiere,Movies,Daytime,NextLine,Telecom,CMP-2024-4830,30,Midwest,Connected TV,673620,670668,0.9956,27.15,18208.64,0.15,15477.34,8,8,N
2024-10-17,2024,Q4,Oct,Streaming,ViewPoint,Family Movie,Movies,Early Fringe,ConnectMobile,Telecom,CMP-2024-5730,15,Midwest,Connected TV,779836,784220,1.0056,30.73,24099.08,0.15,20484.22,9,9,N
2024-10-17,2024,Q4,Oct,Streaming,ViewPoint,Sports Central,Sports,Late Night,HomeHub,Retail,CMP-2024-7845,60,National,Tablet,1362193,1275187,0.9361,37.29,47551.72,0.15,40418.96,18,17,N
2024-10-17,2024,Q4,Oct,Linear TV,Vista Broadcast,Comedy Hour,Comedy,Daytime,Harvest Brands,Food & Beverage,CMP-2024-3689,15,West,TV,1458124,1365025,0.9362,14.19,19369.7,0.12,17045.34,20,19,N
2024-10-17,2024,Q4,Oct,Linear TV,Vista Broadcast,Night Shift,Drama,Prime,FreshBite,Food & Beverage,CMP-2024-4254,60,National,TV,665169,715007,1.0749,34.45,24631.99,0.12,21676.15,8,8,N
2024-10-17,2024,Q4,Oct,Linear TV,Vista Broadcast,Family Movie,Movies,Prime,BrightCard,Finance,CMP-2024-7600,30,National,TV,1859315,1873346,1.0075,26.26,49194.07,0.1,44274.66,29,29,N
2024-10-17,2024,Q4,Oct,Streaming,Vista+,Family Movie,Movies,Late Night,Pixel Systems,Technology,CMP-2024-1530,30,National,Web,555532,589456,1.0611,27.49,16204.15,0.15,13773.53,8,8,N
2024-10-17,2024,Q4,Oct,Streaming,Vista+,Comedy Hour,Comedy,Daytime,SecureBank,Finance,CMP-2024-2820,30,National,Web,987860,936858,0.9484,21.42,20067.5,0.12,17659.4,11,10,N
2024-10-17,2024,Q4,Oct,Streaming,Vista+,World Tonight,News,Late Night,HomeHub,Retail,CMP-2024-3183,15,South,Connected TV,960756,951657,0.9905,27.48,26151.53,0.12,23013.35,10,10,N
2024-10-17,2024,Q4,Oct,Streaming,Vista+,Legacy,Drama,Late Night,Apex Motors,Auto,CMP-2024-5347,30,National,Connected TV,286415,278365,0.9719,29.76,8284.14,0.12,7290.04,4,4,N
2024-10-17,2024,Q4,Oct,Streaming,Vista+,Championship Studio,Sports,Prime,NexaTech,Technology,CMP-2024-6818,30,West,Web,1330962,1350041,1.0143,55.08,74360.26,0.12,65437.03,16,16,N
2024-10-17,2024,Q4,Oct,Streaming,Vista+,Family Nights,Comedy,Late Night,Harvest Brands,Food & Beverage,CMP-2024-8671,30,National,Web,768341,801635,1.0433,24.25,19439.65,0.1,17495.69,8,8,N
2024-10-17,2024,Q4,Oct,Streaming,Vista+,Legacy,Drama,Late Night,PlayHouse,Entertainment,CMP-2024-9440,60,National,Connected TV,207930,198934,0.9567,35.86,7133.77,0.12,6277.72,3,3,N
2024-10-18,2024,Q4,Oct,Linear TV,Metro TV,Late Laughs,Comedy,Early Morning,Harvest Brands,Food & Beverage,CMP-2024-1136,30,National,TV,1093780,971879,0.8886,15.24,14811.44,0.12,13034.07,18,16,Y
2024-10-18,2024,Q4,Oct,Linear TV,Metro TV,Legacy,Drama,Prime,Vertex Devices,Technology,CMP-2024-7798,30,National,TV,664121,707137,1.0648,31.73,22437.46,0.1,20193.71,8,8,N
2024-10-18,2024,Q4,Oct,Linear TV,Metro TV,Late Laughs,Comedy,Daytime,WellLife,Pharma,CMP-2024-8505,60,South,TV,1386524,1369492,0.9877,26.71,36579.13,0.12,32189.63,19,19,N
2024-10-18,2024,Q4,Oct,Linear TV,National One,Comedy Hour,Comedy,Prime,Union Financial,Finance,CMP-2024-6041,30,Northeast,TV,907076,856510,0.9443,28.6,24496.19,0.15,20821.76,13,12,N
2024-10-18,2024,Q4,Oct,Linear TV,National One,Sports Central,Sports,Late Night,Metro Wireless,Telecom,CMP-2024-6435,30,National,TV,308506,332639,1.0782,26.19,8711.82,0.1,7840.64,3,3,N
2024-10-18,2024,Q4,Oct,Linear TV,National One,Market Desk,News,Prime,ConnectMobile,Telecom,CMP-2024-8375,30,South,TV,1267119,1318655,1.0407,30.92,40772.81,0.12,35880.07,18,18,N
2024-10-18,2024,Q4,Oct,Streaming,PlayWave,Market Desk,News,Early Fringe,NovaMed,Pharma,CMP-2024-2447,30,South,Tablet,873015,869520,0.996,38.22,33233.05,0.1,29909.75,14,14,N
2024-10-18,2024,Q4,Oct,Streaming,PlayWave,Classic Cinema,Movies,Prime,ShopSquare,Retail,CMP-2024-2923,15,National,Web,613798,604042,0.9841,35.59,21497.85,0.15,18273.17,8,8,N
2024-10-18,2024,Q4,Oct,Streaming,PlayWave,Legacy,Drama,Prime,First Capital,Finance,CMP-2024-3968,15,National,Web,356069,330951,0.9295,43.86,14515.51,0.1,13063.96,5,5,N
2024-10-18,2024,Q4,Oct,Streaming,PlayWave,Championship Studio,Sports,Late Night,Golden Foods,Food & Beverage,CMP-2024-9514,30,National,Connected TV,873854,649092,0.7428,30.4,19732.4,0.15,16772.54,11,8,Y
2024-10-18,2024,Q4,Oct,Linear TV,Prime Network,Live Football,Sports,Prime,WellLife,Pharma,CMP-2024-2804,15,National,TV,1426912,1358135,0.9518,42.65,57924.46,0.12,50973.52,23,22,N
2024-10-18,2024,Q4,Oct,Linear TV,Prime Network,Live Football,Sports,Early Fringe,UrbanMart,Retail,CMP-2024-2901,60,West,TV,1950799,1864228,0.9556,31.78,59245.17,0.12,52135.75,28,27,N
2024-10-18,2024,Q4,Oct,Linear TV,Prime Network,City Stories,Drama,Prime,ShopSquare,Retail,CMP-2024-4744,15,West,TV,2062416,2162278,1.0484,28.74,62143.87,0.15,52822.29,25,25,N
2024-10-18,2024,Q4,Oct,Linear TV,Prime Network,Family Nights,Comedy,Prime,SoundBox,Entertainment,CMP-2024-5960,15,South,TV,736276,709655,0.9638,19.16,13596.99,0.12,11965.35,13,13,N
2024-10-18,2024,Q4,Oct,Linear TV,Prime Network,Night Shift,Drama,Prime,UrbanMart,Retail,CMP-2024-7830,30,West,TV,1126131,998866,0.887,34.56,34520.81,0.12,30378.31,23,20,Y
2024-10-18,2024,Q4,Oct,Linear TV,Prime Network,World Tonight,News,Early Morning,CarePlus,Pharma,CMP-2024-8879,30,South,TV,470058,482041,1.0255,22.16,10682.03,0.15,9079.73,6,6,N
2024-10-18,2024,Q4,Oct,Streaming,StreamNow,Evening Report,News,Prime,Star Studios,Entertainment,CMP-2024-1814,30,Northeast,Connected TV,419421,424821,1.0129,42.94,18241.81,0.15,15505.54,8,8,N
2024-10-18,2024,Q4,Oct,Streaming,StreamNow,Reality Live,Reality,Late Night,Pixel Systems,Technology,CMP-2024-3486,60,National,Mobile,214022,214294,1.0013,29.14,6244.53,0.15,5307.85,3,3,N
2024-10-18,2024,Q4,Oct,Streaming,StreamNow,Movie Premiere,Movies,Prime,Velocity Cars,Auto,CMP-2024-6156,30,National,Mobile,1201585,1210876,1.0077,41.11,49779.11,0.1,44801.2,25,25,N
2024-10-18,2024,Q4,Oct,Streaming,ViewPoint,Market Desk,News,Prime,First Capital,Finance,CMP-2024-1984,30,National,Mobile,1181257,961467,0.8139,40.59,39025.95,0.15,33172.06,13,11,Y
2024-10-18,2024,Q4,Oct,Streaming,ViewPoint,Prime Drama,Drama,Daytime,BrightCard,Finance,CMP-2024-2185,15,National,Mobile,359681,347996,0.9675,22.84,7948.23,0.12,6994.44,6,6,N
2024-10-18,2024,Q4,Oct,Streaming,ViewPoint,Reality Live,Reality,Early Fringe,FreshBite,Food & Beverage,CMP-2024-2607,30,National,Web,861447,797471,0.9257,25.18,20080.32,0.1,18072.29,15,14,N
2024-10-18,2024,Q4,Oct,Streaming,ViewPoint,Movie Premiere,Movies,Early Fringe,NovaMed,Pharma,CMP-2024-3809,15,National,Connected TV,190018,139970,0.7366,30.05,4206.1,0.1,3785.49,3,2,Y
2024-10-18,2024,Q4,Oct,Streaming,ViewPoint,Market Desk,News,Early Fringe,Summit Motors,Auto,CMP-2024-4110,30,National,Tablet,537256,542628,1.01,36.02,19545.46,0.15,16613.64,10,10,N
2024-10-18,2024,Q4,Oct,Streaming,ViewPoint,Late Laughs,Comedy,Daytime,NovaMed,Pharma,CMP-2024-5386,30,Midwest,Connected TV,450573,358849,0.7964,34.12,12243.93,0.1,11019.54,5,4,Y
2024-10-18,2024,Q4,Oct,Streaming,ViewPoint,Championship Studio,Sports,Daytime,First Capital,Finance,CMP-2024-6876,60,Northeast,Connected TV,551744,589459,1.0684,41.14,24250.34,0.1,21825.31,9,9,N
2024-10-18,2024,Q4,Oct,Streaming,ViewPoint,Comedy Hour,Comedy,Late Night,CloudWorks,Technology,CMP-2024-8097,30,National,Web,924540,879360,0.9511,28.63,25176.08,0.1,22658.47,20,19,N
2024-10-18,2024,Q4,Oct,Linear TV,Vista Broadcast,World Tonight,News,Daytime,Metro Wireless,Telecom,CMP-2024-1937,30,Northeast,TV,239079,228315,0.955,22.12,5050.33,0.1,4545.3,3,3,N
2024-10-18,2024,Q4,Oct,Linear TV,Vista Broadcast,Live Football,Sports,Early Morning,ConnectMobile,Telecom,CMP-2024-2433,15,National,TV,1961877,1956336,0.9972,22.91,44819.66,0.15,38096.71,33,33,N
2024-10-18,2024,Q4,Oct,Linear TV,Vista Broadcast,Talent Stage,Reality,Daytime,NexaTech,Technology,CMP-2024-2860,30,National,TV,1523383,1440463,0.9456,18.55,26720.59,0.12,23514.12,22,21,N
2024-10-18,2024,Q4,Oct,Linear TV,Vista Broadcast,Action Showcase,Movies,Early Fringe,NorthStar Auto,Auto,CMP-2024-2984,30,West,TV,732361,730534,0.9975,28.09,20520.7,0.1,18468.63,10,10,N
2024-10-18,2024,Q4,Oct,Linear TV,Vista Broadcast,Evening Report,News,Daytime,BrightCard,Finance,CMP-2024-4801,60,Midwest,TV,1330470,1367015,1.0275,29.72,40627.69,0.12,35752.37,17,17,N
2024-10-18,2024,Q4,Oct,Linear TV,Vista Broadcast,Family Nights,Comedy,Prime,Velocity Cars,Auto,CMP-2024-6764,15,Northeast,TV,747517,701678,0.9387,26.22,18398.0,0.1,16558.2,10,9,N
2024-10-18,2024,Q4,Oct,Linear TV,Vista Broadcast,Live Football,Sports,Daytime,NorthStar Auto,Auto,CMP-2024-8776,30,West,TV,1236996,1287850,1.0411,30.4,39150.64,0.12,34452.56,15,15,N
2024-10-18,2024,Q4,Oct,Linear TV,Vista Broadcast,Movie Premiere,Movies,Early Morning,FreshBite,Food & Beverage,CMP-2024-9090,30,National,TV,957262,996117,1.0406,14.32,14264.4,0.15,12124.74,14,14,N
2024-10-18,2024,Q4,Oct,Streaming,Vista+,Comedy Hour,Comedy,Prime,NexaTech,Technology,CMP-2024-1621,30,National,Connected TV,959525,699347,0.7288,45.62,31904.21,0.1,28713.79,13,9,Y
2024-10-18,2024,Q4,Oct,Streaming,Vista+,Live Football,Sports,Daytime,HealthCore Pharma,Pharma,CMP-2024-7406,15,National,Connected TV,1031677,1021086,0.9897,44.48,45417.91,0.15,38605.22,13,13,N
2024-10-19,2024,Q4,Oct,Linear TV,Metro TV,Family Nights,Comedy,Prime,CarePlus,Pharma,CMP-2024-4803,30,National,TV,1708844,1816326,1.0629,29.35,53309.17,0.15,45312.79,31,31,N
2024-10-19,2024,Q4,Oct,Linear TV,Metro TV,Weekend Life,Reality,Prime,Summit Motors,Auto,CMP-2024-8591,30,Northeast,TV,804929,850192,1.0562,34.25,29119.08,0.12,25624.79,12,12,N
2024-10-19,2024,Q4,Oct,Linear TV,Metro TV,World Tonight,News,Daytime,HomeHub,Retail,CMP-2024-8849,30,National,TV,985032,818214,0.8306,21.26,17395.23,0.1,15655.71,12,10,Y
2024-10-19,2024,Q4,Oct,Linear TV,National One,Legacy,Drama,Prime,Pixel Systems,Technology,CMP-2024-2585,30,National,TV,1558742,1583508,1.0159,29.02,45953.4,0.12,40438.99,18,18,N
2024-10-19,2024,Q4,Oct,Streaming,PlayWave,Live Football,Sports,Late Night,PlayHouse,Entertainment,CMP-2024-3739,30,National,Connected TV,1190799,1205652,1.0125,31.53,38014.21,0.15,32312.08,15,15,N
2024-10-19,2024,Q4,Oct,Streaming,PlayWave,Sports Central,Sports,Prime,WaveTel,Telecom,CMP-2024-3990,15,National,Connected TV,1649448,1577632,0.9565,46.22,72918.15,0.1,65626.33,22,21,N
2024-10-19,2024,Q4,Oct,Streaming,PlayWave,Championship Studio,Sports,Early Fringe,Velocity Cars,Auto,CMP-2024-4315,15,Northeast,Connected TV,161438,174253,1.0794,46.27,8062.69,0.1,7256.42,3,3,N
2024-10-19,2024,Q4,Oct,Streaming,PlayWave,Prime Drama,Drama,Daytime,Golden Foods,Food & Beverage,CMP-2024-5435,60,National,Connected TV,846560,743016,0.8777,30.72,22825.45,0.12,20086.4,16,14,Y
2024-10-19,2024,Q4,Oct,Streaming,PlayWave,City Stories,Drama,Daytime,Bright Pictures,Entertainment,CMP-2024-8709,30,West,Connected TV,996884,1015752,1.0189,31.97,32473.59,0.1,29226.23,20,20,N
2024-10-19,2024,Q4,Oct,Linear TV,Prime Network,Live Football,Sports,Daytime,SecureBank,Finance,CMP-2024-4954,30,Midwest,TV,2104092,1976265,0.9392,25.39,50177.37,0.15,42650.76,36,34,N
2024-10-19,2024,Q4,Oct,Linear TV,Prime Network,Classic Cinema,Movies,Prime,FreshBite,Food & Beverage,CMP-2024-8602,30,National,TV,2069514,1588564,0.7676,25.25,40111.24,0.15,34094.55,37,28,Y
2024-10-19,2024,Q4,Oct,Linear TV,Prime Network,Weekend Life,Reality,Early Morning,WellLife,Pharma,CMP-2024-9231,30,Northeast,TV,753721,640243,0.8494,17.06,10922.55,0.12,9611.84,12,10,Y
2024-10-19,2024,Q4,Oct,Streaming,StreamNow,Sports Central,Sports,Daytime,First Capital,Finance,CMP-2024-1105,15,National,Connected TV,905830,893572,0.9865,35.71,31909.46,0.15,27123.04,11,11,N
2024-10-19,2024,Q4,Oct,Streaming,StreamNow,Evening Report,News,Prime,CarePlus,Pharma,CMP-2024-2254,30,West,Connected TV,461319,439134,0.9519,56.58,24846.2,0.1,22361.58,7,7,N
2024-10-19,2024,Q4,Oct,Streaming,StreamNow,Action Showcase,Movies,Prime,First Capital,Finance,CMP-2024-5602,30,Midwest,Web,724988,679875,0.9378,43.3,29438.59,0.1,26494.73,9,8,N
2024-10-19,2024,Q4,Oct,Streaming,StreamNow,Studio Comedy,Comedy,Prime,Pure Drinks,Food & Beverage,CMP-2024-6958,30,South,Web,317768,319262,1.0047,32.81,10474.99,0.1,9427.49,3,3,N
2024-10-19,2024,Q4,Oct,Streaming,StreamNow,Legacy,Drama,Daytime,HomeHub,Retail,CMP-2024-7542,15,National,Mobile,875981,867366,0.9902,25.95,22508.15,0.15,19131.93,17,17,N
2024-10-19,2024,Q4,Oct,Streaming,ViewPoint,Action Showcase,Movies,Daytime,Metro Wireless,Telecom,CMP-2024-5769,30,National,Web,852886,903549,1.0594,28.28,25552.37,0.15,21719.51,11,11,N
2024-10-19,2024,Q4,Oct,Streaming,ViewPoint,Championship Studio,Sports,Prime,Metro Wireless,Telecom,CMP-2024-5809,15,South,Connected TV,729729,725027,0.9936,52.25,37882.66,0.12,33336.74,15,15,N
2024-10-19,2024,Q4,Oct,Streaming,ViewPoint,Championship Studio,Sports,Daytime,Golden Foods,Food & Beverage,CMP-2024-7341,30,Midwest,Web,950953,1023946,1.0768,28.14,28813.84,0.15,24491.76,20,20,N
2024-10-19,2024,Q4,Oct,Linear TV,Vista Broadcast,Family Movie,Movies,Prime,Golden Foods,Food & Beverage,CMP-2024-2909,30,Northeast,TV,974735,846528,0.8685,21.75,18411.98,0.15,15650.18,19,17,Y
2024-10-19,2024,Q4,Oct,Linear TV,Vista Broadcast,Legacy,Drama,Late Night,NexaTech,Technology,CMP-2024-6082,60,National,TV,356466,378608,1.0621,26.84,10161.84,0.1,9145.66,4,4,N
2024-10-19,2024,Q4,Oct,Linear TV,Vista Broadcast,Night Shift,Drama,Early Morning,CarePlus,Pharma,CMP-2024-8195,30,Northeast,TV,917280,946107,1.0314,24.8,23463.45,0.15,19943.93,10,10,N
2024-10-19,2024,Q4,Oct,Streaming,Vista+,Action Showcase,Movies,Early Fringe,ShopSquare,Retail,CMP-2024-4948,30,National,Connected TV,206353,157136,0.7615,33.71,5297.05,0.15,4502.49,4,3,Y
2024-10-19,2024,Q4,Oct,Streaming,Vista+,Classic Cinema,Movies,Late Night,SoundBox,Entertainment,CMP-2024-6222,60,National,Web,799723,741105,0.9267,28.64,21225.25,0.1,19102.73,14,13,N
2024-10-19,2024,Q4,Oct,Streaming,Vista+,City Stories,Drama,Early Fringe,NexaTech,Technology,CMP-2024-9143,30,National,Connected TV,490215,505750,1.0317,42.26,21372.99,0.12,18808.23,5,5,N
2024-10-20,2024,Q4,Oct,Linear TV,Metro TV,Family Movie,Movies,Late Night,Vertex Devices,Technology,CMP-2024-2250,30,West,TV,1226244,946702,0.772,22.04,20865.31,0.12,18361.47,27,21,Y
2024-10-20,2024,Q4,Oct,Linear TV,Metro TV,Weekend Life,Reality,Prime,Star Studios,Entertainment,CMP-2024-2489,30,National,TV,1196811,1239286,1.0355,29.76,36881.15,0.12,32455.41,20,20,N
2024-10-20,2024,Q4,Oct,Linear TV,Metro TV,Weekend Life,Reality,Prime,Metro Wireless,Telecom,CMP-2024-4040,15,National,TV,1786348,1573478,0.8808,23.21,36520.42,0.15,31042.36,36,32,Y
2024-10-20,2024,Q4,Oct,Linear TV,Metro TV,Prime Drama,Drama,Prime,Apex Motors,Auto,CMP-2024-6684,30,National,TV,1982814,1586634,0.8002,31.13,49391.92,0.12,43464.89,22,18,Y
2024-10-20,2024,Q4,Oct,Linear TV,National One,Championship Studio,Sports,Early Morning,SoundBox,Entertainment,CMP-2024-2942,15,Midwest,TV,1895880,1461709,0.771,21.11,30856.68,0.12,27153.88,35,27,Y
2024-10-20,2024,Q4,Oct,Linear TV,National One,Weekend Life,Reality,Late Night,Pixel Systems,Technology,CMP-2024-7838,30,Midwest,TV,230491,233458,1.0129,21.43,5003.0,0.1,4502.7,2,2,N
2024-10-20,2024,Q4,Oct,Streaming,PlayWave,Legacy,Drama,Early Morning,SoundBox,Entertainment,CMP-2024-2507,30,National,Connected TV,337046,337672,1.0019,23.76,8023.09,0.15,6819.63,4,4,N
2024-10-20,2024,Q4,Oct,Streaming,PlayWave,Family Movie,Movies,Prime,BrightCard,Finance,CMP-2024-2912,15,National,Web,904283,881538,0.9748,41.51,36592.64,0.1,32933.38,11,11,N
2024-10-20,2024,Q4,Oct,Streaming,PlayWave,Movie Premiere,Movies,Late Night,NovaMed,Pharma,CMP-2024-9819,30,South,Connected TV,171554,171215,0.998,36.77,6295.58,0.15,5351.24,2,2,N
2024-10-20,2024,Q4,Oct,Linear TV,Prime Network,Evening Report,News,Daytime,Apex Motors,Auto,CMP-2024-1662,30,National,TV,715673,670525,0.9369,24.45,16394.34,0.15,13935.19,11,10,N
2024-10-20,2024,Q4,Oct,Linear TV,Prime Network,Live Football,Sports,Late Night,HealthCore Pharma,Pharma,CMP-2024-2491,15,National,TV,698505,686422,0.9827,27.52,18890.33,0.1,17001.3,14,14,N
2024-10-20,2024,Q4,Oct,Linear TV,Prime Network,Morning News,News,Prime,Apex Motors,Auto,CMP-2024-3329,30,Northeast,TV,766886,792359,1.0332,41.92,33215.69,0.15,28233.34,10,10,N
2024-10-20,2024,Q4,Oct,Linear TV,Prime Network,Family Nights,Comedy,Early Morning,WaveTel,Telecom,CMP-2024-9459,30,West,TV,1568653,1562546,0.9961,16.1,25156.99,0.1,22641.29,34,34,N
2024-10-20,2024,Q4,Oct,Streaming,StreamNow,Basketball Night,Sports,Prime,Metro Wireless,Telecom,CMP-2024-3561,30,National,Web,1033003,982960,0.9516,59.16,58151.91,0.12,51173.68,19,18,N
2024-10-20,2024,Q4,Oct,Streaming,StreamNow,Market Desk,News,Early Fringe,Vertex Devices,Technology,CMP-2024-9756,30,South,Connected TV,740675,771899,1.0422,34.7,26784.9,0.12,23570.71,11,11,N
2024-10-20,2024,Q4,Oct,Streaming,ViewPoint,Weekend Life,Reality,Prime,ConnectMobile,Telecom,CMP-2024-2399,15,National,Mobile,1217614,1124145,0.9232,35.86,40311.84,0.15,34265.06,17,16,N
2024-10-20,2024,Q4,Oct,Streaming,ViewPoint,Basketball Night,Sports,Late Night,NovaMed,Pharma,CMP-2024-2862,15,Northeast,Connected TV,1274645,1257216,0.9863,41.81,52564.2,0.15,44679.57,15,15,N
2024-10-20,2024,Q4,Oct,Streaming,ViewPoint,Basketball Night,Sports,Late Night,ConnectMobile,Telecom,CMP-2024-4828,15,Northeast,Connected TV,1136751,1150142,1.0118,30.11,34630.78,0.12,30475.09,25,25,N
2024-10-20,2024,Q4,Oct,Streaming,ViewPoint,Championship Studio,Sports,Prime,Apex Motors,Auto,CMP-2024-6276,30,Midwest,Connected TV,1683031,1572883,0.9346,73.14,115040.66,0.15,97784.56,26,24,N
2024-10-20,2024,Q4,Oct,Streaming,ViewPoint,Family Nights,Comedy,Prime,SecureBank,Finance,CMP-2024-6322,30,Northeast,Connected TV,591405,611551,1.0341,41.37,25299.86,0.12,22263.88,8,8,N
2024-10-20,2024,Q4,Oct,Linear TV,Vista Broadcast,Weekend Life,Reality,Prime,HealthCore Pharma,Pharma,CMP-2024-4844,30,South,TV,1361646,1413183,1.0378,32.69,46196.95,0.15,39267.41,16,16,N
2024-10-20,2024,Q4,Oct,Linear TV,Vista Broadcast,Legacy,Drama,Daytime,CarePlus,Pharma,CMP-2024-6708,30,National,TV,1045528,1030713,0.9858,26.59,27406.66,0.12,24117.86,21,21,N
2024-10-20,2024,Q4,Oct,Linear TV,Vista Broadcast,Comedy Hour,Comedy,Prime,Pixel Systems,Technology,CMP-2024-8109,15,National,TV,808348,825875,1.0217,22.12,18268.35,0.12,16076.15,10,10,N
2024-10-20,2024,Q4,Oct,Streaming,Vista+,Family Nights,Comedy,Daytime,ConnectMobile,Telecom,CMP-2024-2231,30,National,Mobile,970656,968696,0.998,24.71,23936.48,0.15,20346.01,18,18,N
2024-10-20,2024,Q4,Oct,Streaming,Vista+,Classic Cinema,Movies,Late Night,Star Studios,Entertainment,CMP-2024-2996,15,National,Connected TV,1006020,993666,0.9877,26.97,26799.17,0.1,24119.25,15,15,N
2024-10-21,2024,Q4,Oct,Linear TV,Metro TV,Comedy Hour,Comedy,Early Morning,CloudWorks,Technology,CMP-2024-2243,15,National,TV,597924,588970,0.985,12.75,7509.37,0.15,6382.96,7,7,N
2024-10-21,2024,Q4,Oct,Linear TV,Metro TV,Comedy Hour,Comedy,Prime,NovaMed,Pharma,CMP-2024-2794,30,National,TV,1052125,1069225,1.0163,32.45,34696.35,0.1,31226.72,12,12,N
2024-10-21,2024,Q4,Oct,Linear TV,Metro TV,Sports Central,Sports,Prime,Velocity Cars,Auto,CMP-2024-4150,15,Midwest,TV,2369084,2485479,1.0491,32.71,81300.02,0.15,69105.02,49,49,N
2024-10-21,2024,Q4,Oct,Linear TV,Metro TV,Family Movie,Movies,Daytime,Golden Foods,Food & Beverage,CMP-2024-8569,30,National,TV,1152960,1225208,1.0627,18.87,23119.67,0.12,20345.31,18,18,N
2024-10-21,2024,Q4,Oct,Linear TV,National One,Classic Cinema,Movies,Prime,Harvest Brands,Food & Beverage,CMP-2024-9942,15,National,TV,1121841,1156788,1.0312,24.31,28121.52,0.1,25309.37,13,13,N
